,intended vote,education,age
19037,stay,2.0,62
19038,don't know,1.0,68
19039,stay,,44
19040,leave,5.0,28
19041,leave,2.0,50
19042,stay,4.0,23
19043,stay,4.0,56
19044,leave,,59
19045,stay,3.0,24
19046,won't vote,4.0,24
19047,leave,,59
19048,don't know,2.0,48
19049,leave,,67
19050,stay,2.0,69
19051,stay,4.0,25
19052,stay,4.0,45
19053,stay,4.0,24
19054,stay,2.0,51
19055,leave,4.0,45
19056,stay,2.0,69
19057,leave,2.0,56
19058,stay,2.0,47
19059,stay,4.0,26
19060,stay,4.0,67
19061,leave,4.0,62
19062,leave,3.0,23
19063,won't vote,4.0,57
19064,stay,4.0,24
19065,leave,3.0,52
19066,leave,2.0,63
19067,leave,1.0,69
19068,leave,2.0,54
19069,stay,,48
19070,stay,,68
19071,don't know,3.0,69
19072,stay,4.0,25
19073,stay,5.0,24
19074,leave,3.0,56
19075,stay,4.0,31
19076,stay,,72
19077,leave,1.0,68
19078,stay,4.0,26
19079,leave,4.0,45
19080,leave,3.0,38
19081,leave,2.0,63
19082,leave,2.0,69
19083,stay,4.0,75
19084,stay,1.0,64
19085,leave,2.0,62
19086,don't know,,33
19087,stay,5.0,34
19088,stay,5.0,25
19089,leave,2.0,61
19090,stay,,24
19091,leave,4.0,47
19092,stay,4.0,23
19093,stay,4.0,23
19094,leave,3.0,48
19095,stay,5.0,25
19096,stay,4.0,71
19097,stay,4.0,26
19098,leave,3.0,49
19099,leave,2.0,23
19100,leave,1.0,68
19101,leave,1.0,66
19102,stay,4.0,26
19103,stay,4.0,24
19104,leave,2.0,67
19105,leave,3.0,60
19106,won't vote,2.0,42
19107,don't know,5.0,59
19108,don't know,,32
19109,leave,4.0,23
19110,stay,4.0,26
19111,don't know,5.0,37
19112,stay,4.0,25
19113,leave,2.0,52
19114,don't know,1.0,76
19115,leave,3.0,49
19116,stay,4.0,25
19117,leave,3.0,59
19118,stay,3.0,23
19119,stay,4.0,26
19120,stay,,29
19121,stay,4.0,39
19122,leave,,46
19123,stay,2.0,45
19124,stay,4.0,26
19125,leave,,50
19126,stay,4.0,25
19127,leave,3.0,80
19128,leave,1.0,63
19129,stay,4.0,24
19130,leave,1.0,67
19131,don't know,4.0,64
19132,stay,4.0,26
19133,stay,2.0,47
19134,don't know,4.0,56
19135,stay,5.0,25
19136,stay,5.0,25
19137,stay,3.0,34
19138,stay,4.0,33
19139,leave,3.0,43
19140,leave,1.0,58
19141,don't know,2.0,52
19142,don't know,3.0,37
19143,stay,,48
19144,stay,4.0,52
19145,stay,4.0,26
19146,leave,4.0,26
19147,stay,2.0,49
19148,leave,3.0,55
19149,stay,2.0,47
19150,won't vote,3.0,29
19151,stay,2.0,25
19152,stay,4.0,23
19153,leave,4.0,62
19154,leave,,35
19155,leave,3.0,70
19156,leave,2.0,74
19157,leave,1.0,69
19158,leave,2.0,53
19159,stay,4.0,25
19160,leave,2.0,57
19161,leave,3.0,40
19162,leave,1.0,69
19163,don't know,3.0,40
19164,stay,3.0,21
19165,leave,2.0,60
19166,leave,4.0,66
19167,leave,2.0,56
19168,leave,4.0,25
19169,leave,,54
19170,leave,4.0,31
19171,leave,4.0,25
19172,leave,,65
19173,leave,4.0,43
19174,leave,3.0,67
19175,leave,4.0,24
19176,leave,4.0,66
19177,stay,4.0,51
19178,leave,1.0,71
19179,leave,2.0,47
19180,leave,2.0,44
19181,stay,4.0,42
19182,leave,3.0,25
19183,stay,3.0,22
19184,won't vote,,26
19185,leave,2.0,66
19186,leave,4.0,24
19187,leave,,63
19188,stay,5.0,25
19189,stay,4.0,63
19190,don't know,3.0,47
19191,stay,3.0,22
19192,stay,,24
19193,leave,5.0,23
19194,stay,3.0,50
19195,don't know,2.0,62
19196,stay,,25
19197,leave,5.0,62
19198,leave,2.0,65
19199,stay,2.0,72
19200,stay,3.0,20
19201,leave,4.0,37
19202,stay,3.0,69
19203,leave,2.0,71
19204,don't know,4.0,62
19205,stay,3.0,62
19206,stay,,42
19207,leave,4.0,70
19208,leave,3.0,33
19209,stay,4.0,25
19210,stay,3.0,26
19211,leave,2.0,45
19212,leave,4.0,74
19213,leave,4.0,46
19214,leave,2.0,80
19215,stay,2.0,67
19216,leave,1.0,66
19217,stay,4.0,26
19218,stay,2.0,75
19219,leave,2.0,44
19220,stay,4.0,63
19221,don't know,1.0,61
19222,stay,4.0,24
19223,leave,3.0,69
19224,leave,1.0,79
19225,stay,3.0,24
19226,don't know,,59
19227,leave,4.0,47
19228,leave,,59
19229,stay,4.0,24
19230,stay,4.0,24
19231,leave,,32
19232,leave,2.0,57
19233,stay,4.0,24
19234,stay,2.0,63
19235,leave,3.0,52
19236,stay,4.0,22
19237,leave,,73
19238,don't know,4.0,25
19239,leave,4.0,52
19240,stay,3.0,60
19241,stay,3.0,56
19242,stay,4.0,24
19243,leave,3.0,23
19244,stay,4.0,28
19245,leave,3.0,64
19246,leave,4.0,48
19247,leave,2.0,48
19248,stay,3.0,19
19249,leave,1.0,49
19250,stay,4.0,26
19251,stay,3.0,40
19252,leave,3.0,68
19253,don't know,4.0,64
19254,stay,1.0,62
19255,stay,,24
19256,stay,4.0,23
19257,leave,3.0,40
19258,leave,,49
19259,leave,3.0,39
19260,stay,3.0,19
19261,leave,4.0,31
19262,don't know,2.0,24
19263,stay,5.0,46
19264,don't know,,23
19265,stay,3.0,49
19266,don't know,3.0,29
19267,leave,4.0,64
19268,stay,1.0,68
19269,stay,3.0,48
19270,leave,3.0,65
19271,stay,3.0,24
19272,leave,3.0,38
19273,won't vote,4.0,22
19274,stay,4.0,23
19275,stay,3.0,33
19276,leave,1.0,77
19277,leave,1.0,62
19278,stay,,57
19279,leave,4.0,44
19280,stay,4.0,24
19281,stay,2.0,24
19282,stay,5.0,33
19283,stay,3.0,21
19284,stay,4.0,23
19285,stay,3.0,33
19286,stay,4.0,26
19287,stay,4.0,28
19288,leave,,56
19289,stay,3.0,21
19290,don't know,4.0,31
19291,stay,4.0,22
19292,leave,3.0,63
19293,leave,,57
19294,leave,3.0,46
19295,don't know,1.0,33
19296,stay,3.0,22
19297,stay,3.0,58
19298,leave,2.0,68
19299,stay,4.0,63
19300,stay,5.0,25
19301,stay,3.0,35
19302,leave,4.0,51
19303,leave,,52
19304,leave,3.0,52
19305,stay,4.0,24
19306,stay,4.0,35
19307,leave,2.0,50
19308,don't know,3.0,72
19309,leave,2.0,50
19310,leave,3.0,25
19311,stay,3.0,22
19312,stay,2.0,40
19313,stay,5.0,26
19314,leave,2.0,59
19315,leave,2.0,51
19316,stay,1.0,62
19317,leave,2.0,48
19318,stay,4.0,25
19319,stay,,26
19320,stay,4.0,23
19321,stay,3.0,21
19322,stay,,72
19323,stay,4.0,22
19324,stay,4.0,23
19325,stay,2.0,58
19326,stay,4.0,24
19327,stay,4.0,22
19328,leave,1.0,76
19329,leave,1.0,76
19330,don't know,,35
19331,leave,3.0,20
19332,leave,1.0,67
19333,don't know,,22
19334,leave,4.0,22
19335,leave,4.0,25
19336,stay,4.0,22
19337,don't know,4.0,36
19338,leave,,23
19339,stay,4.0,55
19340,stay,4.0,23
19341,stay,3.0,23
19342,leave,2.0,51
19343,leave,,57
19344,leave,2.0,44
19345,don't know,4.0,67
19346,stay,,25
19347,stay,3.0,23
19348,stay,3.0,21
19349,leave,1.0,73
19350,leave,3.0,39
19351,stay,3.0,21
19352,stay,3.0,20
19353,leave,4.0,24
19354,leave,,47
19355,leave,4.0,24
19356,stay,3.0,58
19357,stay,4.0,26
19358,won't vote,,25
19359,stay,1.0,76
19360,stay,2.0,67
19361,stay,3.0,44
19362,leave,4.0,64
19363,stay,4.0,23
19364,leave,2.0,58
19365,don't know,,22
19366,stay,4.0,31
19367,leave,2.0,40
19368,stay,5.0,24
19369,stay,5.0,23
19370,stay,3.0,25
19371,leave,2.0,69
19372,leave,4.0,55
19373,don't know,1.0,65
19374,leave,2.0,66
19375,stay,2.0,70
19376,leave,2.0,61
19377,leave,4.0,23
19378,stay,4.0,25
19379,leave,5.0,24
19380,leave,2.0,67
19381,leave,2.0,65
19382,leave,3.0,61
19383,leave,2.0,65
19384,leave,,69
19385,leave,2.0,51
19386,stay,3.0,23
19387,don't know,4.0,29
19388,leave,,39
19389,won't vote,3.0,46
19390,stay,5.0,24
19391,stay,4.0,61
19392,stay,3.0,23
19393,stay,3.0,60
19394,leave,3.0,55
19395,don't know,4.0,54
19396,stay,2.0,67
19397,stay,4.0,27
19398,leave,4.0,52
19399,stay,3.0,38
19400,stay,3.0,41
19401,stay,2.0,65
19402,leave,5.0,26
19403,don't know,4.0,22
19404,leave,4.0,70
19405,don't know,2.0,45
19406,leave,4.0,74
19407,leave,2.0,31
19408,leave,3.0,52
19409,don't know,2.0,24
19410,stay,,23
19411,leave,1.0,71
19412,stay,3.0,20
19413,stay,3.0,21
19414,leave,1.0,68
19415,stay,3.0,26
19416,leave,2.0,42
19417,stay,4.0,23
19418,stay,3.0,51
19419,leave,4.0,46
19420,stay,3.0,20
19421,leave,2.0,68
19422,leave,3.0,54
19423,stay,4.0,21
19424,leave,4.0,30
19425,stay,1.0,72
19426,leave,1.0,43
19427,leave,3.0,67
19428,stay,2.0,67
19429,leave,,62
19430,don't know,2.0,55
19431,leave,5.0,27
19432,stay,4.0,24
19433,stay,3.0,21
19434,leave,1.0,32
19435,leave,3.0,68
19436,stay,3.0,24
19437,leave,,67
19438,leave,3.0,56
19439,leave,4.0,47
19440,leave,2.0,76
19441,stay,3.0,48
19442,stay,4.0,25
19443,stay,4.0,22
19444,stay,2.0,38
19445,leave,4.0,67
19446,won't vote,3.0,20
19447,leave,5.0,22
19448,stay,4.0,22
19449,leave,2.0,58
19450,leave,4.0,53
19451,stay,3.0,23
19452,stay,3.0,22
19453,stay,1.0,64
19454,leave,1.0,83
19455,stay,1.0,24
19456,stay,2.0,38
19457,don't know,4.0,55
19458,leave,4.0,21
19459,leave,3.0,25
19460,stay,4.0,28
19461,stay,5.0,23
19462,stay,4.0,63
19463,stay,1.0,26
19464,leave,4.0,49
19465,leave,2.0,54
19466,stay,3.0,21
19467,stay,4.0,28
19468,leave,2.0,35
19469,leave,2.0,68
19470,stay,3.0,20
19471,leave,2.0,23
19472,leave,,31
19473,leave,3.0,70
19474,leave,4.0,51
19475,won't vote,2.0,29
19476,don't know,1.0,69
19477,stay,3.0,20
19478,leave,4.0,24
19479,leave,3.0,49
19480,leave,,26
19481,leave,,21
19482,leave,2.0,42
19483,stay,4.0,21
19484,leave,2.0,71
19485,stay,4.0,24
19486,stay,2.0,51
19487,don't know,,60
19488,stay,2.0,69
19489,leave,3.0,69
19490,leave,4.0,25
19491,leave,1.0,69
19492,stay,2.0,74
19493,leave,2.0,65
19494,leave,4.0,48
19495,leave,4.0,33
19496,don't know,,40
19497,stay,4.0,26
19498,leave,2.0,44
19499,stay,4.0,22
19500,leave,3.0,20
19501,don't know,1.0,68
19502,stay,4.0,36
19503,stay,3.0,21
19504,stay,3.0,22
19505,stay,3.0,23
19506,leave,1.0,56
19507,stay,4.0,23
19508,leave,3.0,20
19509,leave,3.0,20
19510,stay,5.0,25
19511,stay,3.0,20
19512,stay,4.0,33
19513,leave,4.0,72
19514,stay,3.0,20
19515,stay,4.0,26
19516,don't know,4.0,38
19517,don't know,2.0,67
19518,leave,4.0,26
19519,stay,4.0,40
19520,leave,3.0,21
19521,don't know,4.0,30
19522,stay,,26
19523,won't vote,3.0,29
19524,leave,,35
19525,leave,,62
19526,leave,3.0,54
19527,don't know,4.0,57
19528,leave,2.0,67
19529,leave,,45
19530,stay,5.0,25
19531,don't know,3.0,25
19532,stay,3.0,31
19533,leave,3.0,60
19534,stay,3.0,25
19535,leave,,22
19536,stay,,20
19537,leave,1.0,60
19538,stay,4.0,22
19539,don't know,4.0,39
19540,don't know,3.0,30
19541,stay,4.0,23
19542,leave,2.0,69
19543,leave,4.0,57
19544,leave,2.0,36
19545,leave,,45
19546,leave,4.0,70
19547,leave,4.0,49
19548,leave,,24
19549,leave,2.0,64
19550,leave,2.0,64
19551,stay,3.0,49
19552,stay,4.0,36
19553,leave,1.0,67
19554,stay,3.0,53
19555,leave,2.0,61
19556,leave,2.0,48
19557,leave,4.0,22
19558,stay,2.0,46
19559,leave,2.0,69
19560,leave,1.0,48
19561,leave,3.0,44
19562,don't know,4.0,20
19563,stay,2.0,68
19564,leave,2.0,25
19565,stay,,36
19566,leave,2.0,64
19567,stay,4.0,24
19568,stay,3.0,21
19569,leave,4.0,28
19570,stay,4.0,25
19571,stay,2.0,35
19572,leave,2.0,46
19573,stay,4.0,53
19574,leave,,72
19575,stay,2.0,70
19576,leave,3.0,63
19577,leave,,45
19578,leave,4.0,55
19579,stay,2.0,20
19580,leave,3.0,20
19581,don't know,2.0,36
19582,stay,4.0,25
19583,stay,2.0,22
19584,stay,3.0,21
19585,leave,,28
19586,leave,2.0,76
19587,stay,4.0,26
19588,stay,3.0,51
19589,stay,4.0,30
19590,leave,3.0,41
19591,leave,4.0,26
19592,stay,3.0,20
19593,stay,5.0,23
19594,leave,2.0,48
19595,won't vote,3.0,18
19596,leave,2.0,68
19597,stay,4.0,24
19598,leave,1.0,75
19599,stay,2.0,71
19600,stay,3.0,21
19601,stay,3.0,66
19602,stay,3.0,20
19603,stay,3.0,54
19604,leave,4.0,48
19605,stay,3.0,21
19606,don't know,2.0,52
19607,stay,3.0,20
19608,don't know,,63
19609,leave,2.0,57
19610,stay,3.0,21
19611,stay,3.0,21
19612,leave,2.0,70
19613,leave,1.0,20
19614,stay,,71
19615,leave,2.0,58
19616,leave,3.0,55
19617,stay,3.0,21
19618,stay,3.0,19
19619,leave,4.0,63
19620,leave,,20
19621,don't know,2.0,31
19622,stay,4.0,25
19623,stay,3.0,20
19624,leave,4.0,67
19625,stay,4.0,52
19626,leave,,33
19627,leave,3.0,46
19628,leave,4.0,25
19629,stay,3.0,20
19630,leave,1.0,58
19631,leave,1.0,32
19632,leave,3.0,60
19633,leave,2.0,70
19634,leave,4.0,32
19635,leave,3.0,60
19636,leave,1.0,70
19637,stay,3.0,67
19638,leave,2.0,41
19639,leave,2.0,60
19640,leave,1.0,62
19641,leave,2.0,69
19642,stay,5.0,72
19643,don't know,3.0,52
19644,leave,4.0,79
19645,leave,4.0,66
19646,leave,1.0,73
19647,won't vote,,56
19648,leave,,65
19649,leave,1.0,65
19650,leave,,67
19651,leave,2.0,79
19652,leave,3.0,69
19653,don't know,3.0,25
19654,stay,2.0,67
19655,stay,,47
19656,leave,2.0,68
19657,leave,2.0,66
19658,leave,3.0,55
19659,don't know,2.0,56
19660,leave,2.0,56
19661,stay,2.0,80
19662,leave,3.0,58
19663,stay,2.0,57
19664,leave,4.0,36
19665,leave,1.0,69
19666,stay,3.0,24
19667,leave,2.0,66
19668,leave,,62
19669,stay,4.0,37
19670,leave,3.0,70
19671,stay,5.0,62
19672,stay,4.0,70
19673,don't know,2.0,54
19674,stay,4.0,63
19675,stay,4.0,48
19676,leave,4.0,36
19677,stay,3.0,58
19678,leave,3.0,22
19679,leave,4.0,63
19680,stay,5.0,25
19681,stay,4.0,24
19682,leave,3.0,52
19683,stay,4.0,61
19684,leave,4.0,44
19685,stay,3.0,70
19686,stay,4.0,25
19687,stay,4.0,68
19688,leave,4.0,80
19689,leave,2.0,55
19690,stay,4.0,24
19691,stay,4.0,24
19692,don't know,4.0,21
19693,won't vote,3.0,21
19694,leave,3.0,41
19695,stay,4.0,22
19696,stay,3.0,20
19697,leave,2.0,58
19698,leave,1.0,59
19699,leave,,77
19700,stay,,53
19701,leave,4.0,66
19702,don't know,4.0,45
19703,leave,4.0,73
19704,leave,3.0,19
19705,stay,2.0,69
19706,stay,4.0,25
19707,stay,4.0,22
19708,stay,3.0,20
19709,won't vote,4.0,25
19710,stay,2.0,69
19711,won't vote,3.0,20
19712,stay,,57
19713,leave,,59
19714,stay,4.0,22
19715,don't know,4.0,25
19716,stay,5.0,26
19717,leave,3.0,22
19718,stay,3.0,51
19719,leave,3.0,20
19720,stay,2.0,53
19721,stay,3.0,21
19722,leave,,24
19723,leave,2.0,64
19724,stay,2.0,22
19725,stay,4.0,25
19726,stay,4.0,26
19727,stay,2.0,62
19728,don't know,3.0,22
19729,stay,3.0,42
19730,won't vote,2.0,22
19731,stay,4.0,28
19732,leave,1.0,66
19733,stay,4.0,57
19734,leave,3.0,67
19735,stay,3.0,20
19736,leave,1.0,52
19737,stay,2.0,21
19738,leave,2.0,66
19739,stay,3.0,24
19740,stay,4.0,19
19741,leave,4.0,52
19742,leave,,60
19743,leave,3.0,47
19744,leave,3.0,46
19745,leave,3.0,62
19746,won't vote,,49
19747,stay,,53
19748,leave,,68
19749,stay,4.0,25
19750,leave,3.0,20
19751,leave,,62
19752,leave,4.0,23
19753,stay,3.0,20
19754,leave,2.0,22
19755,leave,3.0,18
19756,leave,4.0,70
19757,don't know,,21
19758,stay,,19
19759,leave,2.0,36
19760,stay,3.0,44
19761,stay,3.0,20
19762,stay,4.0,23
19763,leave,4.0,26
19764,stay,3.0,20
19765,stay,3.0,55
19766,stay,2.0,54
19767,stay,,72
19768,stay,4.0,26
19769,stay,4.0,62
19770,stay,3.0,20
19771,stay,4.0,26
19772,leave,,47
19773,leave,2.0,71
19774,leave,2.0,55
19775,stay,2.0,64
19776,don't know,4.0,23
19777,leave,3.0,20
19778,stay,3.0,22
19779,stay,3.0,53
19780,stay,3.0,20
19781,leave,3.0,20
19782,stay,,22
19783,leave,4.0,42
19784,leave,2.0,56
19785,stay,1.0,44
19786,stay,4.0,66
19787,leave,3.0,20
19788,leave,2.0,55
19789,stay,4.0,25
19790,stay,4.0,24
19791,don't know,3.0,43
19792,won't vote,4.0,23
19793,leave,5.0,23
19794,leave,,54
19795,stay,3.0,31
19796,leave,3.0,21
19797,stay,3.0,22
19798,leave,4.0,24
19799,stay,3.0,50
19800,stay,5.0,25
19801,stay,3.0,20
19802,leave,1.0,60
19803,leave,3.0,26
19804,stay,3.0,22
19805,stay,2.0,60
19806,stay,3.0,20
19807,leave,2.0,50
19808,leave,,22
19809,stay,3.0,25
19810,leave,4.0,23
19811,leave,3.0,25
19812,won't vote,4.0,23
19813,leave,4.0,34
19814,leave,3.0,21
19815,stay,3.0,21
19816,leave,4.0,22
19817,stay,4.0,26
19818,don't know,3.0,37
19819,stay,3.0,65
19820,stay,3.0,22
19821,stay,2.0,55
19822,leave,3.0,20
19823,leave,1.0,70
19824,don't know,4.0,26
19825,leave,3.0,61
19826,stay,1.0,22
19827,stay,3.0,18
19828,stay,4.0,22
19829,stay,3.0,20
19830,stay,1.0,52
19831,don't know,3.0,21
19832,stay,4.0,20
19833,leave,,22
19834,stay,3.0,20
19835,leave,3.0,25
19836,stay,5.0,24
19837,stay,,25
19838,won't vote,3.0,19
19839,won't vote,3.0,32
19840,stay,3.0,19
19841,leave,,37
19842,stay,2.0,54
19843,stay,3.0,19
19844,stay,3.0,22
19845,leave,,19
19846,stay,3.0,20
19847,leave,2.0,69
19848,leave,,46
19849,stay,4.0,25
19850,stay,,30
19851,stay,3.0,18
19852,don't know,,24
19853,stay,2.0,18
19854,leave,4.0,22
19855,leave,3.0,33
19856,leave,2.0,18
19857,stay,3.0,19
19858,stay,2.0,19
19859,leave,3.0,19
19860,leave,3.0,23
19861,leave,3.0,20
19862,stay,4.0,21
19863,stay,3.0,20
19864,stay,2.0,18
19865,stay,4.0,24
19866,stay,3.0,68
19867,stay,3.0,37
19868,stay,2.0,50
19869,leave,2.0,68
19870,stay,4.0,50
19871,stay,2.0,64
19872,stay,3.0,78
19873,stay,4.0,64
19874,don't know,,52
19875,stay,3.0,18
19876,stay,3.0,18
19877,stay,5.0,23
19878,stay,3.0,24
19879,stay,2.0,24
19880,stay,4.0,26
19881,stay,4.0,24
19882,stay,4.0,21
19883,stay,2.0,18
19884,stay,3.0,23
19885,stay,3.0,61
19886,stay,3.0,20
19887,stay,4.0,22
19888,leave,3.0,64
19889,stay,4.0,24
19890,don't know,4.0,23
19891,stay,4.0,63
19892,leave,2.0,23
19893,stay,3.0,21
19894,stay,4.0,22
19895,leave,4.0,24
19896,stay,4.0,82
19897,don't know,4.0,26
19898,stay,5.0,24
19899,stay,4.0,26
19900,stay,1.0,61
19901,leave,4.0,25
19902,leave,4.0,65
19903,leave,4.0,55
19904,leave,,40
19905,stay,5.0,24
19906,stay,2.0,72
19907,don't know,2.0,43
19908,stay,2.0,57
19909,won't vote,,22
19910,stay,4.0,22
19911,stay,2.0,18
19912,stay,4.0,36
19913,stay,4.0,50
19914,leave,1.0,46
19915,leave,3.0,38
19916,leave,3.0,21
19917,don't know,4.0,25
19918,stay,4.0,26
19919,leave,3.0,21
19920,leave,2.0,68
19921,stay,3.0,21
19922,don't know,5.0,26
19923,leave,4.0,26
19924,don't know,3.0,18
19925,won't vote,,21
19926,stay,1.0,67
19927,don't know,4.0,24
19928,stay,3.0,19
19929,stay,3.0,21
19930,stay,3.0,21
19931,stay,4.0,24
19932,stay,4.0,19
19933,stay,3.0,21
19934,stay,2.0,18
19935,stay,4.0,23
19936,leave,2.0,18
19937,stay,4.0,21
19938,stay,4.0,33
19939,stay,3.0,36
19940,leave,3.0,20
19941,stay,4.0,25
19942,stay,5.0,26
19943,stay,2.0,18
19944,stay,5.0,22
19945,stay,3.0,21
19946,stay,3.0,20
19947,leave,3.0,19
19948,don't know,3.0,28
19949,stay,3.0,18
19950,leave,3.0,67
19951,stay,3.0,19
19952,leave,,65
19953,leave,5.0,45
19954,stay,4.0,25
19955,leave,,44
19956,stay,3.0,86
19957,leave,3.0,42
19958,stay,5.0,24
19959,stay,,21
19960,stay,4.0,25
19961,stay,3.0,20
19962,stay,4.0,23
19963,stay,3.0,18
19964,stay,4.0,22
19965,stay,,22
19966,stay,4.0,22
19967,leave,3.0,36
19968,stay,3.0,26
19969,stay,2.0,66
19970,stay,4.0,23
19971,don't know,2.0,18
19972,won't vote,2.0,32
19973,stay,3.0,19
19974,don't know,2.0,50
19975,stay,3.0,20
19976,don't know,3.0,18
19977,stay,,21
19978,don't know,,21
19979,stay,2.0,64
19980,stay,4.0,25
19981,leave,2.0,30
19982,leave,2.0,18
19983,leave,3.0,50
19984,leave,2.0,78
19985,stay,3.0,20
19986,leave,,27
19987,don't know,3.0,18
19988,leave,3.0,22
19989,stay,4.0,24
19990,stay,3.0,20
19991,stay,4.0,50
19992,leave,2.0,19
19993,stay,3.0,19
19994,stay,4.0,22
19995,stay,3.0,19
19996,won't vote,,54
19997,stay,,19
19998,stay,3.0,20
19999,leave,4.0,54
20000,stay,,19
20001,stay,3.0,24
20002,don't know,2.0,18
20003,stay,4.0,24
20004,stay,1.0,24
20005,stay,4.0,65
20006,don't know,3.0,18
20007,stay,4.0,24
20008,leave,3.0,32
20009,leave,2.0,58
20010,stay,4.0,22
20011,stay,3.0,20
20012,leave,2.0,20
20013,stay,4.0,23
20014,stay,2.0,18
20015,stay,,24
20016,stay,4.0,23
20017,stay,5.0,24
20018,stay,4.0,22
20019,don't know,4.0,63
20020,stay,4.0,21
20021,stay,2.0,24
20022,leave,3.0,20
20023,don't know,,45
20024,stay,4.0,55
20025,leave,3.0,19
20026,stay,4.0,25
20027,leave,1.0,74
20028,leave,3.0,23
20029,stay,4.0,22
20030,won't vote,2.0,31
20031,leave,2.0,63
20032,stay,3.0,20
20033,leave,3.0,20
20034,leave,1.0,34
20035,stay,3.0,25
20036,leave,4.0,20
20037,stay,4.0,25
20038,stay,4.0,24
20039,stay,4.0,19
20040,stay,4.0,26
20041,stay,4.0,26
20042,leave,4.0,26
20043,leave,,45
20044,leave,4.0,50
20045,stay,4.0,23
20046,leave,2.0,51
20047,stay,3.0,62
20048,stay,4.0,60
20049,leave,1.0,76
20050,leave,3.0,39
20051,stay,4.0,25
20052,leave,,24
20053,leave,,51
20054,leave,2.0,20
20055,leave,2.0,52
20056,stay,3.0,21
20057,leave,3.0,21
20058,leave,2.0,46
20059,stay,2.0,73
20060,stay,5.0,23
20061,won't vote,2.0,22
20062,leave,,45
20063,don't know,5.0,25
20064,don't know,3.0,20
20065,leave,3.0,56
20066,leave,1.0,24
20067,don't know,5.0,24
20068,leave,2.0,61
20069,stay,4.0,23
20070,stay,3.0,20
20071,won't vote,4.0,59
20072,leave,5.0,25
20073,stay,5.0,25
20074,stay,3.0,19
20075,leave,4.0,42
20076,leave,4.0,64
20077,don't know,4.0,21
20078,don't know,4.0,25
20079,stay,2.0,19
20080,stay,,25
20081,leave,4.0,20
20082,stay,3.0,19
20083,stay,5.0,25
20084,leave,2.0,18
20085,stay,4.0,23
20086,stay,3.0,21
20087,leave,2.0,20
20088,leave,2.0,62
20089,don't know,2.0,19
20090,stay,5.0,49
20091,stay,3.0,20
20092,stay,3.0,19
20093,stay,5.0,24
20094,leave,4.0,65
20095,stay,5.0,24
20096,stay,2.0,48
20097,don't know,3.0,21
20098,leave,4.0,22
20099,stay,5.0,26
20100,stay,3.0,20
20101,don't know,2.0,68
20102,don't know,1.0,65
20103,don't know,3.0,25
20104,stay,5.0,26
20105,stay,3.0,22
20106,leave,,29
20107,stay,3.0,18
20108,stay,3.0,20
20109,stay,5.0,23
20110,leave,4.0,34
20111,leave,3.0,19
20112,leave,2.0,69
20113,stay,3.0,19
20114,stay,2.0,18
20115,leave,3.0,20
20116,leave,4.0,44
20117,won't vote,,18
20118,stay,3.0,19
20119,stay,3.0,20
20120,stay,3.0,21
20121,stay,4.0,23
20122,stay,3.0,21
20123,don't know,4.0,26
20124,won't vote,,23
20125,leave,2.0,25
20126,stay,5.0,23
20127,stay,3.0,20
20128,stay,3.0,20
20129,stay,3.0,22
20130,stay,2.0,59
20131,stay,4.0,23
20132,stay,4.0,24
20133,stay,3.0,20
20134,stay,4.0,24
20135,stay,3.0,21
20136,leave,3.0,34
20137,leave,2.0,51
20138,stay,3.0,20
20139,stay,2.0,18
20140,stay,4.0,26
20141,leave,,18
20142,stay,4.0,25
20143,leave,5.0,22
20144,leave,4.0,25
20145,leave,3.0,21
20146,leave,3.0,19
20147,stay,4.0,24
20148,stay,4.0,24
20149,leave,3.0,20
20150,leave,,22
20151,stay,4.0,21
20152,leave,4.0,23
20153,leave,,70
20154,leave,,66
20155,stay,4.0,25
20156,stay,4.0,23
20157,leave,4.0,25
20158,leave,1.0,63
20159,stay,3.0,65
20160,leave,,45
20161,leave,2.0,73
20162,leave,2.0,57
20163,leave,,44
20164,leave,2.0,62
20165,leave,,74
20166,stay,2.0,51
20167,stay,4.0,52
20168,leave,2.0,64
20169,stay,4.0,56
20170,don't know,4.0,51
20171,stay,5.0,32
20172,stay,4.0,47
20173,won't vote,3.0,36
20174,stay,3.0,35
20175,stay,2.0,46
20176,don't know,5.0,59
20177,leave,4.0,52
20178,leave,1.0,43
20179,don't know,1.0,32
20180,stay,2.0,72
20181,don't know,3.0,42
20182,don't know,4.0,70
20183,stay,3.0,66
20184,don't know,3.0,36
20185,leave,4.0,64
20186,stay,4.0,57
20187,stay,2.0,59
20188,stay,3.0,45
20189,stay,,32
20190,leave,3.0,35
20191,leave,4.0,37
20192,leave,4.0,39
20193,leave,5.0,44
20194,stay,3.0,55
20195,stay,5.0,51
20196,stay,1.0,70
20197,stay,5.0,37
20198,stay,3.0,82
20199,leave,3.0,67
20200,stay,5.0,34
20201,stay,3.0,49
20202,stay,4.0,68
20203,leave,2.0,42
20204,leave,,47
20205,stay,3.0,57
20206,won't vote,1.0,45
20207,leave,2.0,46
20208,leave,2.0,57
20209,don't know,,56
20210,stay,,72
20211,stay,4.0,32
20212,stay,4.0,34
20213,leave,2.0,46
20214,leave,4.0,44
20215,stay,4.0,47
20216,leave,4.0,70
20217,leave,1.0,69
20218,don't know,4.0,32
20219,stay,4.0,56
20220,stay,4.0,69
