,intended vote,education,age
9628,leave,4.0,58
9629,leave,2.0,67
9630,leave,2.0,60
9631,leave,3.0,44
9632,stay,3.0,63
9633,stay,,49
9634,leave,2.0,68
9635,leave,3.0,63
9636,leave,,64
9637,stay,2.0,66
9638,leave,,63
9639,don't know,2.0,61
9640,leave,1.0,68
9641,leave,4.0,56
9642,stay,5.0,62
9643,stay,5.0,69
9644,leave,3.0,68
9645,leave,2.0,42
9646,leave,3.0,57
9647,leave,2.0,70
9648,stay,,62
9649,leave,2.0,65
9650,leave,4.0,53
9651,don't know,4.0,38
9652,leave,4.0,47
9653,stay,5.0,61
9654,leave,1.0,57
9655,won't vote,4.0,68
9656,leave,2.0,62
9657,leave,5.0,37
9658,stay,3.0,48
9659,leave,2.0,47
9660,stay,4.0,26
9661,don't know,,65
9662,stay,4.0,60
9663,leave,4.0,29
9664,stay,4.0,45
9665,leave,4.0,39
9666,stay,4.0,49
9667,stay,4.0,33
9668,stay,4.0,61
9669,leave,2.0,51
9670,don't know,3.0,65
9671,stay,2.0,49
9672,stay,4.0,70
9673,leave,4.0,47
9674,stay,4.0,68
9675,stay,4.0,39
9676,leave,3.0,67
9677,leave,,62
9678,leave,4.0,62
9679,leave,4.0,66
9680,stay,4.0,59
9681,leave,2.0,77
9682,stay,5.0,63
9683,leave,2.0,38
9684,leave,,51
9685,stay,4.0,45
9686,leave,3.0,42
9687,stay,3.0,56
9688,leave,3.0,55
9689,leave,4.0,75
9690,stay,5.0,68
9691,leave,4.0,48
9692,stay,4.0,29
9693,stay,3.0,34
9694,stay,3.0,60
9695,stay,2.0,63
9696,stay,4.0,61
9697,stay,2.0,73
9698,stay,4.0,68
9699,leave,4.0,52
9700,leave,2.0,66
9701,stay,5.0,73
9702,stay,4.0,37
9703,stay,4.0,69
9704,stay,5.0,34
9705,leave,1.0,56
9706,stay,2.0,81
9707,leave,4.0,82
9708,stay,,69
9709,leave,2.0,68
9710,stay,4.0,54
9711,leave,,77
9712,stay,4.0,59
9713,leave,4.0,44
9714,stay,5.0,60
9715,stay,4.0,42
9716,leave,2.0,68
9717,leave,,68
9718,stay,5.0,37
9719,stay,5.0,24
9720,leave,4.0,61
9721,stay,3.0,72
9722,stay,5.0,68
9723,stay,3.0,70
9724,stay,5.0,35
9725,leave,2.0,62
9726,stay,3.0,52
9727,leave,5.0,64
9728,leave,4.0,68
9729,leave,4.0,53
9730,stay,4.0,43
9731,stay,3.0,37
9732,don't know,3.0,72
9733,leave,3.0,50
9734,stay,3.0,64
9735,stay,4.0,44
9736,stay,2.0,68
9737,leave,4.0,50
9738,stay,2.0,54
9739,stay,4.0,25
9740,leave,5.0,65
9741,stay,5.0,35
9742,leave,,65
9743,leave,2.0,73
9744,leave,3.0,66
9745,don't know,2.0,67
9746,stay,4.0,63
9747,leave,3.0,61
9748,leave,4.0,53
9749,leave,4.0,60
9750,stay,4.0,63
9751,leave,5.0,74
9752,stay,2.0,51
9753,leave,,70
9754,stay,2.0,60
9755,stay,,72
9756,stay,,51
9757,leave,4.0,59
9758,leave,4.0,43
9759,stay,4.0,36
9760,leave,4.0,56
9761,leave,3.0,69
9762,stay,2.0,61
9763,stay,4.0,60
9764,leave,,41
9765,stay,5.0,68
9766,stay,3.0,72
9767,leave,3.0,70
9768,stay,5.0,33
9769,leave,,80
9770,stay,3.0,76
9771,stay,2.0,58
9772,leave,,67
9773,stay,4.0,54
9774,leave,1.0,58
9775,stay,4.0,77
9776,stay,5.0,37
9777,leave,2.0,36
9778,stay,4.0,52
9779,leave,4.0,76
9780,leave,2.0,68
9781,leave,4.0,64
9782,stay,5.0,44
9783,stay,4.0,72
9784,leave,,69
9785,stay,2.0,54
9786,stay,4.0,71
9787,stay,5.0,44
9788,stay,4.0,60
9789,leave,5.0,64
9790,stay,4.0,43
9791,don't know,5.0,74
9792,stay,4.0,66
9793,leave,4.0,59
9794,stay,3.0,61
9795,stay,3.0,59
9796,leave,4.0,59
9797,leave,2.0,54
9798,leave,1.0,68
9799,leave,,64
9800,stay,4.0,58
9801,leave,2.0,59
9802,stay,4.0,27
9803,stay,1.0,66
9804,leave,3.0,66
9805,stay,4.0,59
9806,don't know,3.0,49
9807,stay,4.0,53
9808,leave,3.0,59
9809,leave,,73
9810,stay,2.0,61
9811,leave,,53
9812,stay,,47
9813,stay,2.0,47
9814,leave,,55
9815,leave,2.0,41
9816,leave,4.0,30
9817,leave,,53
9818,stay,4.0,45
9819,leave,4.0,66
9820,stay,4.0,41
9821,leave,1.0,62
9822,stay,4.0,41
9823,stay,4.0,73
9824,stay,4.0,33
9825,leave,3.0,66
9826,stay,4.0,71
9827,stay,5.0,32
9828,stay,4.0,34
9829,stay,5.0,56
9830,stay,,69
9831,stay,4.0,38
9832,stay,2.0,49
9833,leave,2.0,41
9834,leave,4.0,60
9835,stay,2.0,74
9836,leave,4.0,67
9837,leave,3.0,62
9838,don't know,3.0,68
9839,leave,4.0,48
9840,stay,3.0,73
9841,leave,2.0,69
9842,leave,3.0,59
9843,don't know,4.0,61
9844,stay,4.0,48
9845,stay,4.0,45
9846,stay,3.0,26
9847,stay,4.0,36
9848,leave,1.0,71
9849,leave,1.0,63
9850,leave,4.0,79
9851,leave,2.0,68
9852,stay,3.0,45
9853,leave,,63
9854,leave,4.0,48
9855,leave,4.0,73
9856,leave,4.0,40
9857,leave,4.0,67
9858,stay,4.0,50
9859,stay,4.0,78
9860,stay,4.0,37
9861,don't know,4.0,65
9862,don't know,2.0,40
9863,leave,,68
9864,stay,5.0,55
9865,stay,,37
9866,stay,4.0,64
9867,stay,4.0,34
9868,leave,2.0,72
9869,leave,4.0,60
9870,don't know,1.0,82
9871,stay,3.0,36
9872,stay,4.0,68
9873,don't know,2.0,43
9874,leave,,74
9875,stay,3.0,31
9876,don't know,3.0,46
9877,leave,,26
9878,stay,4.0,29
9879,stay,2.0,74
9880,leave,4.0,73
9881,stay,4.0,65
9882,stay,2.0,49
9883,leave,1.0,72
9884,stay,2.0,61
9885,stay,4.0,60
9886,leave,,53
9887,stay,3.0,68
9888,leave,4.0,68
9889,leave,3.0,55
9890,stay,,68
9891,leave,3.0,70
9892,stay,4.0,64
9893,leave,,53
9894,stay,4.0,60
9895,leave,,67
9896,stay,1.0,71
9897,leave,4.0,66
9898,leave,4.0,66
9899,stay,4.0,56
9900,leave,3.0,50
9901,stay,4.0,68
9902,stay,4.0,54
9903,leave,2.0,50
9904,leave,4.0,80
9905,stay,2.0,51
9906,stay,3.0,56
9907,leave,2.0,72
9908,leave,,75
9909,leave,4.0,69
9910,leave,4.0,65
9911,don't know,4.0,36
9912,leave,,57
9913,leave,1.0,63
9914,stay,5.0,25
9915,don't know,,61
9916,stay,5.0,63
9917,leave,2.0,72
9918,leave,,64
9919,stay,4.0,54
9920,leave,2.0,50
9921,leave,4.0,61
9922,stay,4.0,77
9923,leave,,59
9924,leave,4.0,64
9925,leave,2.0,57
9926,stay,4.0,64
9927,stay,4.0,44
9928,stay,4.0,48
9929,stay,4.0,66
9930,stay,4.0,71
9931,stay,,51
9932,stay,1.0,59
9933,don't know,,42
9934,stay,3.0,29
9935,stay,4.0,64
9936,leave,1.0,63
9937,leave,2.0,57
9938,leave,2.0,64
9939,stay,4.0,64
9940,stay,5.0,67
9941,leave,,68
9942,leave,1.0,61
9943,leave,1.0,68
9944,leave,3.0,63
9945,stay,2.0,70
9946,don't know,1.0,63
9947,leave,4.0,71
9948,leave,4.0,27
9949,leave,3.0,66
9950,stay,3.0,69
9951,stay,2.0,74
9952,won't vote,,50
9953,leave,4.0,69
9954,leave,4.0,49
9955,leave,2.0,74
9956,leave,2.0,70
9957,leave,2.0,58
9958,leave,3.0,31
9959,leave,2.0,64
9960,leave,4.0,62
9961,leave,2.0,65
9962,won't vote,,46
9963,stay,4.0,58
9964,leave,3.0,61
9965,leave,3.0,69
9966,stay,4.0,74
9967,don't know,2.0,52
9968,leave,,45
9969,stay,,65
9970,stay,5.0,69
9971,leave,3.0,61
9972,leave,3.0,53
9973,stay,3.0,42
9974,leave,1.0,68
9975,leave,4.0,79
9976,leave,2.0,53
9977,stay,4.0,73
9978,don't know,,69
9979,leave,4.0,58
9980,leave,4.0,69
9981,leave,5.0,64
9982,leave,2.0,58
9983,stay,3.0,71
9984,stay,1.0,49
9985,leave,4.0,35
9986,leave,3.0,74
9987,stay,3.0,57
9988,stay,2.0,55
9989,won't vote,,52
9990,stay,3.0,64
9991,stay,1.0,64
9992,won't vote,2.0,49
9993,stay,4.0,70
9994,leave,3.0,33
9995,leave,4.0,66
9996,leave,3.0,42
9997,stay,2.0,76
9998,leave,2.0,57
9999,leave,4.0,60
10000,leave,3.0,47
10001,don't know,4.0,30
10002,leave,2.0,66
10003,stay,3.0,64
10004,leave,,70
10005,leave,4.0,59
10006,leave,2.0,58
10007,leave,4.0,67
10008,leave,2.0,62
10009,stay,4.0,67
10010,leave,2.0,59
10011,leave,,65
10012,stay,1.0,63
10013,leave,4.0,70
10014,leave,,59
10015,leave,2.0,62
10016,stay,3.0,73
10017,stay,4.0,69
10018,stay,3.0,30
10019,stay,3.0,38
10020,stay,2.0,26
10021,leave,,45
10022,stay,,46
10023,leave,2.0,36
10024,leave,4.0,45
10025,leave,,50
10026,stay,4.0,64
10027,stay,5.0,66
10028,leave,2.0,58
10029,stay,4.0,42
10030,stay,4.0,50
10031,stay,4.0,44
10032,don't know,4.0,42
10033,leave,4.0,40
10034,don't know,2.0,66
10035,leave,2.0,64
10036,leave,4.0,64
10037,don't know,3.0,29
10038,leave,4.0,58
10039,stay,4.0,60
10040,stay,4.0,63
10041,don't know,2.0,61
10042,leave,4.0,59
10043,leave,2.0,40
10044,stay,4.0,28
10045,leave,4.0,76
10046,stay,3.0,64
10047,stay,4.0,68
10048,leave,1.0,57
10049,stay,4.0,70
10050,leave,1.0,76
10051,stay,4.0,53
10052,stay,4.0,59
10053,won't vote,,52
10054,won't vote,1.0,70
10055,stay,,67
10056,stay,4.0,61
10057,stay,2.0,80
10058,leave,4.0,77
10059,leave,4.0,54
10060,stay,5.0,38
10061,stay,3.0,66
10062,leave,2.0,72
10063,leave,3.0,54
10064,stay,,42
10065,stay,3.0,69
10066,leave,1.0,62
10067,stay,3.0,73
10068,leave,2.0,68
10069,leave,5.0,66
10070,don't know,2.0,43
10071,stay,2.0,61
10072,leave,,76
10073,leave,3.0,63
10074,stay,3.0,41
10075,stay,5.0,49
10076,stay,4.0,37
10077,stay,4.0,71
10078,leave,4.0,71
10079,leave,4.0,51
10080,don't know,4.0,28
10081,leave,2.0,62
10082,stay,3.0,34
10083,stay,3.0,66
10084,don't know,,52
10085,stay,4.0,49
10086,stay,3.0,60
10087,stay,2.0,61
10088,stay,2.0,52
10089,leave,3.0,65
10090,stay,4.0,59
10091,stay,4.0,40
10092,leave,2.0,69
10093,stay,2.0,70
10094,leave,2.0,62
10095,stay,4.0,82
10096,leave,5.0,56
10097,don't know,4.0,55
10098,stay,4.0,68
10099,leave,3.0,49
10100,stay,3.0,49
10101,leave,4.0,44
10102,leave,,68
10103,stay,4.0,57
10104,stay,4.0,41
10105,stay,3.0,32
10106,stay,2.0,52
10107,stay,5.0,68
10108,leave,4.0,54
10109,leave,,67
10110,stay,5.0,34
10111,stay,1.0,70
10112,leave,4.0,33
10113,stay,4.0,39
10114,leave,1.0,60
10115,leave,2.0,59
10116,don't know,3.0,45
10117,stay,3.0,63
10118,leave,2.0,38
10119,leave,2.0,67
10120,stay,4.0,57
10121,leave,,51
10122,stay,4.0,60
10123,leave,2.0,76
10124,stay,2.0,33
10125,leave,2.0,63
10126,stay,5.0,47
10127,leave,2.0,66
10128,leave,1.0,49
10129,stay,4.0,54
10130,leave,,67
10131,stay,3.0,69
10132,stay,4.0,63
10133,leave,,54
10134,leave,3.0,60
10135,leave,2.0,64
10136,stay,3.0,55
10137,leave,3.0,68
10138,stay,3.0,55
10139,stay,2.0,36
10140,leave,1.0,61
10141,leave,3.0,58
10142,stay,2.0,56
10143,stay,3.0,53
10144,leave,4.0,66
10145,stay,5.0,33
10146,leave,,72
10147,stay,3.0,73
10148,leave,2.0,49
10149,leave,5.0,64
10150,leave,3.0,83
10151,stay,3.0,54
10152,stay,3.0,73
10153,leave,2.0,69
10154,stay,4.0,29
10155,leave,4.0,62
10156,leave,4.0,59
10157,stay,4.0,29
10158,leave,3.0,59
10159,leave,,53
10160,stay,4.0,54
10161,stay,4.0,26
10162,stay,3.0,57
10163,stay,4.0,38
10164,stay,4.0,53
10165,stay,4.0,56
10166,leave,4.0,68
10167,leave,1.0,78
10168,stay,5.0,45
10169,leave,5.0,56
10170,stay,4.0,51
10171,stay,2.0,48
10172,stay,,64
10173,leave,2.0,48
10174,leave,3.0,56
10175,stay,4.0,58
10176,leave,5.0,61
10177,leave,,65
10178,stay,5.0,72
10179,leave,3.0,51
10180,leave,4.0,58
10181,won't vote,4.0,30
10182,stay,5.0,59
10183,leave,4.0,56
10184,leave,2.0,60
10185,leave,3.0,60
10186,stay,4.0,68
10187,leave,2.0,78
10188,stay,5.0,35
10189,stay,4.0,71
10190,leave,4.0,61
10191,leave,1.0,68
10192,leave,3.0,55
10193,leave,3.0,77
10194,stay,4.0,62
10195,leave,4.0,53
10196,stay,5.0,38
10197,stay,3.0,43
10198,leave,1.0,56
10199,stay,5.0,64
10200,leave,4.0,61
10201,leave,3.0,54
10202,stay,,58
10203,leave,3.0,72
10204,stay,4.0,33
10205,stay,4.0,25
10206,stay,3.0,62
10207,leave,2.0,52
10208,stay,4.0,52
10209,stay,,73
10210,leave,3.0,73
10211,stay,5.0,62
10212,leave,,36
10213,stay,3.0,56
10214,leave,4.0,49
10215,don't know,1.0,62
10216,don't know,4.0,57
10217,stay,4.0,36
10218,stay,4.0,48
10219,don't know,2.0,69
10220,won't vote,,49
10221,don't know,4.0,68
10222,leave,2.0,65
10223,leave,2.0,75
10224,stay,4.0,67
10225,stay,4.0,64
10226,leave,4.0,45
10227,leave,,52
10228,stay,5.0,51
10229,leave,3.0,58
10230,don't know,4.0,50
10231,leave,2.0,68
10232,leave,1.0,55
10233,won't vote,3.0,41
10234,leave,4.0,35
10235,stay,2.0,69
10236,stay,3.0,47
10237,stay,5.0,69
10238,stay,2.0,66
10239,stay,5.0,60
10240,leave,4.0,60
10241,leave,4.0,43
10242,leave,4.0,72
10243,leave,4.0,56
10244,leave,4.0,42
10245,stay,,34
10246,stay,5.0,40
10247,leave,3.0,46
10248,leave,2.0,86
10249,leave,4.0,61
10250,leave,2.0,59
10251,leave,,37
10252,stay,5.0,45
10253,stay,4.0,72
10254,stay,,56
10255,stay,4.0,24
10256,stay,2.0,86
10257,stay,3.0,67
10258,leave,1.0,76
10259,stay,4.0,45
10260,stay,4.0,67
10261,leave,5.0,60
10262,don't know,,72
10263,stay,4.0,58
10264,stay,5.0,40
10265,leave,,41
10266,leave,4.0,62
10267,leave,4.0,35
10268,leave,2.0,51
10269,leave,2.0,58
10270,don't know,2.0,44
10271,don't know,3.0,47
10272,stay,2.0,60
10273,leave,1.0,66
10274,leave,3.0,47
10275,stay,4.0,41
10276,leave,4.0,50
10277,leave,1.0,61
10278,stay,5.0,29
10279,leave,5.0,40
10280,stay,4.0,37
10281,don't know,3.0,40
10282,won't vote,4.0,39
10283,don't know,5.0,35
10284,stay,4.0,53
10285,leave,4.0,31
10286,stay,4.0,26
10287,won't vote,,34
10288,stay,4.0,38
10289,stay,4.0,35
10290,leave,2.0,43
10291,stay,,69
10292,leave,2.0,67
10293,stay,3.0,70
10294,stay,4.0,77
10295,leave,1.0,74
10296,stay,2.0,70
10297,stay,4.0,70
10298,leave,2.0,77
10299,don't know,4.0,83
10300,stay,4.0,70
10301,leave,,81
10302,leave,2.0,68
10303,stay,4.0,77
10304,don't know,1.0,54
10305,leave,1.0,81
10306,leave,2.0,78
10307,leave,3.0,59
10308,stay,2.0,72
10309,leave,4.0,46
10310,leave,1.0,86
10311,stay,,38
10312,leave,3.0,69
10313,leave,1.0,70
10314,stay,4.0,68
10315,don't know,,62
10316,stay,5.0,72
10317,leave,2.0,69
10318,leave,5.0,68
10319,leave,2.0,57
10320,leave,4.0,82
10321,leave,2.0,66
10322,leave,1.0,62
10323,stay,4.0,74
10324,stay,4.0,67
10325,stay,2.0,70
10326,stay,4.0,60
10327,stay,4.0,63
10328,stay,2.0,73
10329,leave,2.0,56
10330,stay,4.0,71
10331,stay,,74
10332,stay,5.0,44
10333,stay,2.0,47
10334,leave,3.0,72
10335,leave,,52
10336,stay,2.0,82
10337,stay,4.0,73
10338,stay,5.0,69
10339,leave,4.0,66
10340,leave,2.0,61
10341,leave,3.0,39
10342,leave,2.0,64
10343,leave,,64
10344,stay,,73
10345,stay,4.0,73
10346,stay,4.0,77
10347,stay,1.0,70
10348,stay,4.0,68
10349,stay,3.0,76
10350,leave,1.0,59
10351,stay,5.0,80
10352,leave,1.0,66
10353,leave,1.0,70
10354,leave,,58
10355,leave,,62
10356,stay,,70
10357,stay,3.0,49
10358,stay,1.0,66
10359,leave,2.0,66
10360,leave,2.0,68
10361,leave,1.0,71
10362,stay,4.0,78
10363,stay,2.0,27
10364,stay,2.0,27
10365,leave,3.0,70
10366,stay,3.0,48
10367,stay,5.0,59
10368,stay,4.0,64
10369,stay,4.0,71
10370,leave,4.0,66
10371,stay,4.0,65
10372,leave,4.0,65
10373,leave,4.0,59
10374,stay,4.0,84
10375,stay,5.0,61
10376,don't know,2.0,60
10377,stay,1.0,78
10378,stay,4.0,68
10379,leave,2.0,70
10380,don't know,1.0,67
10381,leave,4.0,74
10382,stay,3.0,66
10383,leave,3.0,61
10384,leave,2.0,72
10385,stay,3.0,73
10386,stay,4.0,65
10387,stay,4.0,65
10388,don't know,2.0,54
10389,stay,3.0,65
10390,stay,4.0,75
10391,leave,4.0,59
10392,leave,1.0,62
10393,stay,4.0,56
10394,stay,4.0,71
10395,stay,5.0,65
10396,leave,1.0,75
10397,leave,1.0,72
10398,leave,1.0,70
10399,leave,2.0,57
10400,leave,3.0,55
10401,don't know,5.0,57
10402,leave,3.0,70
10403,stay,4.0,75
10404,leave,4.0,76
10405,leave,2.0,64
10406,leave,2.0,57
10407,stay,3.0,72
10408,leave,4.0,58
10409,leave,3.0,63
10410,don't know,4.0,61
10411,stay,5.0,56
10412,stay,3.0,73
10413,stay,4.0,36
10414,stay,4.0,77
10415,stay,4.0,54
10416,leave,2.0,64
10417,stay,2.0,30
10418,leave,4.0,63
10419,stay,4.0,36
10420,leave,4.0,69
10421,don't know,,71
10422,stay,4.0,38
10423,stay,4.0,81
10424,stay,4.0,56
10425,stay,1.0,57
10426,stay,1.0,67
10427,stay,4.0,56
10428,stay,4.0,60
10429,leave,2.0,67
10430,stay,4.0,71
10431,leave,3.0,35
10432,stay,4.0,76
10433,don't know,3.0,39
10434,leave,1.0,68
10435,leave,,60
10436,leave,5.0,39
10437,stay,5.0,43
10438,leave,4.0,75
10439,leave,4.0,50
10440,stay,5.0,76
10441,stay,4.0,65
10442,stay,3.0,51
10443,don't know,4.0,38
10444,stay,4.0,62
10445,stay,5.0,29
10446,leave,,65
10447,stay,3.0,57
10448,stay,4.0,40
10449,leave,2.0,49
10450,leave,3.0,71
10451,leave,5.0,42
10452,leave,,70
10453,stay,5.0,70
10454,stay,4.0,72
10455,leave,3.0,65
10456,stay,4.0,60
10457,stay,,77
10458,stay,4.0,62
10459,leave,4.0,65
10460,stay,4.0,68
10461,stay,5.0,33
10462,stay,5.0,45
10463,leave,4.0,62
10464,don't know,3.0,32
10465,stay,4.0,41
10466,stay,4.0,45
10467,leave,1.0,56
10468,leave,3.0,63
10469,don't know,1.0,67
10470,leave,,46
10471,stay,,52
10472,leave,,70
10473,stay,5.0,39
10474,leave,2.0,60
10475,stay,4.0,41
10476,stay,4.0,40
10477,stay,3.0,63
10478,stay,4.0,61
10479,leave,,61
10480,stay,4.0,71
10481,stay,2.0,34
10482,don't know,3.0,52
10483,leave,5.0,68
10484,leave,2.0,66
10485,stay,5.0,46
10486,leave,2.0,44
10487,stay,5.0,42
10488,stay,2.0,64
10489,stay,4.0,55
10490,leave,3.0,72
10491,leave,2.0,71
10492,stay,4.0,50
10493,stay,2.0,67
10494,leave,3.0,40
10495,stay,5.0,66
10496,stay,5.0,40
10497,stay,2.0,70
10498,stay,1.0,68
10499,stay,4.0,36
10500,stay,3.0,35
10501,stay,4.0,67
10502,don't know,4.0,81
10503,stay,,64
10504,leave,2.0,65
10505,leave,1.0,63
10506,leave,,26
10507,stay,4.0,67
10508,stay,4.0,72
10509,stay,4.0,69
10510,leave,4.0,68
10511,leave,4.0,75
10512,leave,4.0,78
10513,don't know,,56
10514,stay,4.0,39
10515,don't know,4.0,34
10516,stay,4.0,30
10517,leave,3.0,69
10518,leave,4.0,45
10519,stay,,69
10520,stay,2.0,71
10521,leave,2.0,65
10522,stay,3.0,68
10523,leave,1.0,57
10524,stay,,70
10525,stay,4.0,45
10526,stay,,47
10527,stay,4.0,33
10528,leave,4.0,66
10529,leave,,77
10530,leave,,37
10531,stay,3.0,73
10532,leave,4.0,38
10533,leave,2.0,58
10534,leave,2.0,63
10535,leave,3.0,55
10536,stay,2.0,42
10537,don't know,3.0,54
10538,leave,4.0,78
10539,leave,3.0,46
10540,stay,,39
10541,leave,2.0,38
10542,stay,4.0,74
10543,don't know,4.0,68
10544,leave,2.0,62
10545,don't know,,73
10546,leave,,64
10547,don't know,4.0,61
10548,stay,4.0,49
10549,leave,3.0,70
10550,stay,4.0,62
10551,leave,2.0,85
10552,stay,2.0,35
10553,stay,2.0,61
10554,leave,2.0,60
10555,leave,4.0,61
10556,don't know,,48
10557,leave,3.0,31
10558,don't know,4.0,53
10559,stay,5.0,48
10560,stay,1.0,56
10561,leave,4.0,64
10562,stay,2.0,65
10563,stay,3.0,40
10564,leave,2.0,66
10565,leave,3.0,73
10566,leave,2.0,61
10567,stay,5.0,43
10568,leave,2.0,77
10569,leave,3.0,71
10570,stay,2.0,73
10571,stay,4.0,44
10572,leave,2.0,37
10573,stay,5.0,56
10574,stay,3.0,46
10575,leave,4.0,60
10576,leave,3.0,55
10577,leave,,41
10578,leave,3.0,69
10579,stay,3.0,28
10580,stay,2.0,58
10581,leave,3.0,52
10582,leave,2.0,54
10583,don't know,4.0,25
10584,leave,4.0,51
10585,stay,3.0,53
10586,stay,5.0,30
10587,stay,3.0,29
10588,stay,5.0,62
10589,don't know,2.0,29
10590,leave,5.0,55
10591,leave,,69
10592,leave,4.0,60
10593,don't know,2.0,25
10594,leave,2.0,62
10595,leave,4.0,51
10596,stay,4.0,32
10597,stay,1.0,71
10598,leave,3.0,48
10599,stay,5.0,47
10600,leave,1.0,73
10601,leave,2.0,70
10602,don't know,4.0,25
10603,leave,1.0,56
10604,stay,4.0,35
10605,stay,4.0,55
10606,don't know,3.0,46
10607,don't know,2.0,50
10608,leave,3.0,67
10609,leave,2.0,69
10610,leave,2.0,67
10611,stay,3.0,29
10612,leave,4.0,64
10613,stay,2.0,67
10614,leave,5.0,24
10615,leave,3.0,65
10616,leave,4.0,53
10617,stay,3.0,54
10618,leave,,44
10619,stay,3.0,59
10620,stay,4.0,38
10621,stay,4.0,32
10622,stay,4.0,42
10623,stay,5.0,26
10624,leave,2.0,61
10625,stay,4.0,40
10626,leave,4.0,69
10627,won't vote,5.0,52
10628,stay,,61
10629,leave,1.0,62
10630,leave,5.0,75
10631,don't know,4.0,39
10632,stay,3.0,25
10633,stay,,60
10634,leave,2.0,51
10635,stay,1.0,43
10636,leave,3.0,67
10637,stay,3.0,37
10638,stay,4.0,59
10639,stay,4.0,81
10640,leave,2.0,68
10641,leave,2.0,63
10642,stay,3.0,67
10643,stay,5.0,34
10644,leave,4.0,23
10645,leave,,64
10646,stay,4.0,69
10647,leave,2.0,69
10648,stay,5.0,32
10649,stay,4.0,27
10650,stay,5.0,38
10651,stay,4.0,27
10652,leave,4.0,38
10653,stay,4.0,42
10654,stay,2.0,33
10655,stay,2.0,58
10656,leave,,69
10657,stay,5.0,64
10658,leave,4.0,26
10659,stay,,45
10660,stay,2.0,52
10661,stay,,43
10662,stay,4.0,72
10663,leave,2.0,73
10664,leave,4.0,57
10665,won't vote,2.0,60
10666,stay,4.0,59
10667,stay,3.0,60
10668,stay,5.0,31
10669,leave,,36
10670,leave,1.0,73
10671,stay,4.0,70
10672,leave,3.0,52
10673,leave,4.0,60
10674,leave,4.0,33
10675,stay,5.0,32
10676,leave,3.0,62
10677,stay,3.0,71
10678,leave,3.0,35
10679,stay,,69
10680,leave,4.0,61
10681,leave,2.0,66
10682,leave,,75
10683,stay,,79
10684,leave,2.0,48
10685,leave,3.0,63
10686,stay,5.0,62
10687,stay,,23
10688,don't know,4.0,29
10689,stay,4.0,28
10690,leave,3.0,66
10691,stay,2.0,33
10692,stay,3.0,37
10693,stay,4.0,36
10694,stay,4.0,53
10695,leave,4.0,38
10696,leave,4.0,73
10697,stay,3.0,74
10698,don't know,4.0,44
10699,leave,2.0,65
10700,leave,4.0,69
10701,stay,4.0,56
10702,leave,2.0,75
10703,won't vote,3.0,58
10704,leave,1.0,72
10705,leave,3.0,65
10706,stay,4.0,65
10707,leave,3.0,69
10708,stay,4.0,67
10709,stay,4.0,70
10710,leave,4.0,47
10711,stay,2.0,56
10712,leave,,72
10713,stay,4.0,76
10714,leave,,59
10715,stay,4.0,29
10716,stay,1.0,64
10717,stay,3.0,33
10718,leave,4.0,32
10719,leave,2.0,74
10720,leave,2.0,66
10721,leave,3.0,66
10722,leave,1.0,64
10723,won't vote,,60
10724,stay,1.0,60
10725,stay,4.0,58
10726,leave,4.0,56
10727,stay,2.0,47
10728,leave,4.0,62
10729,leave,3.0,71
10730,don't know,2.0,62
10731,leave,4.0,65
10732,leave,4.0,59
10733,leave,4.0,54
10734,leave,3.0,65
10735,stay,4.0,28
10736,stay,4.0,23
10737,leave,4.0,29
10738,stay,3.0,53
10739,leave,,65
10740,stay,4.0,57
10741,leave,4.0,48
10742,leave,,55
10743,stay,3.0,61
10744,leave,3.0,71
10745,don't know,4.0,63
10746,don't know,2.0,58
10747,leave,2.0,52
10748,stay,5.0,53
10749,stay,4.0,59
10750,leave,2.0,78
10751,stay,4.0,43
10752,stay,3.0,63
10753,leave,3.0,68
10754,stay,,52
10755,stay,4.0,56
10756,leave,2.0,47
10757,leave,3.0,35
10758,leave,,64
10759,stay,2.0,52
10760,leave,4.0,36
10761,stay,4.0,49
10762,don't know,3.0,54
10763,don't know,3.0,53
10764,don't know,4.0,67
10765,leave,4.0,69
10766,leave,2.0,75
10767,stay,4.0,31
10768,leave,3.0,56
10769,stay,,57
10770,stay,3.0,36
10771,stay,4.0,25
10772,stay,3.0,31
10773,stay,2.0,46
10774,leave,,78
10775,leave,,54
10776,stay,4.0,58
10777,leave,2.0,71
10778,leave,,63
10779,stay,3.0,48
10780,leave,3.0,45
10781,stay,2.0,74
10782,leave,2.0,33
10783,stay,2.0,63
10784,stay,5.0,44
10785,stay,2.0,58
10786,stay,3.0,69
10787,leave,,74
10788,leave,2.0,59
10789,stay,4.0,72
10790,leave,1.0,57
10791,leave,3.0,78
10792,stay,5.0,26
10793,don't know,2.0,61
10794,don't know,1.0,76
10795,don't know,,44
10796,leave,3.0,53
10797,leave,3.0,48
10798,leave,3.0,74
10799,leave,4.0,27
10800,stay,4.0,27
10801,stay,,45
10802,leave,4.0,43
10803,leave,1.0,59
10804,leave,,72
10805,stay,4.0,59
10806,don't know,4.0,83
10807,don't know,4.0,56
10808,leave,2.0,51
10809,stay,1.0,75
10810,don't know,4.0,78
10811,leave,2.0,56
10812,stay,5.0,60
10813,leave,3.0,81
10814,stay,4.0,59
10815,stay,3.0,45
10816,stay,4.0,27
10817,stay,5.0,72
10818,stay,4.0,69
